,article_title,article_url,journal_name,vol_title,vol_url,download
31,Accuracy and reproducibility of conclusions by forensic bloodstain pattern analysts,https://www.sciencedirect.com/science/article/pii/S0379073821001766/pdfft?md5=041011cc2e677732e928ce3d4720df36&pid=1-s2.0-S0379073821001766-main.pdf,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
32,Direct and specific analysis of nitrite and nitrate in biological and non-biological samples by capillary ion analysis for the rapid identification of fatal intoxications with sodium nitrite,https://www.sciencedirect.com/science/article/pii/S0379073821001754,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
33,Inkjet classification based on a few letters,https://www.sciencedirect.com/science/article/pii/S0379073821001894,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
34,"Characteristics of post-mortem beta-hydroxybutyrate-positivet cases – A retrospective study on age, sex and BMI in 1407 forensic autopsies",https://www.sciencedirect.com/science/article/pii/S0379073821001985/pdfft?md5=6a98f5ac41f9fd409a408239d6da2fab&pid=1-s2.0-S0379073821001985-main.pdf,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
35,Prism – A novel approach to dead body cooling and its parameters,https://www.sciencedirect.com/science/article/pii/S0379073821001900,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
36,Pairwise kinship testing with microhaplotypes: Can advancements be made in kinship inference with these markers?,https://www.sciencedirect.com/science/article/pii/S037907382100195X,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
37,Evaluating residual compressive strength of post-fire concrete using Raman Spectroscopy,https://www.sciencedirect.com/science/article/pii/S0379073821001948,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
38,Comparative evaluation of different human dental tissues and alveolar bone for DNA quantity and quality for forensic investigation,https://www.sciencedirect.com/science/article/pii/S0379073821001973,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
39,A pseudo-operational trial: An investigation into the use of longwave reflected UV imaging of cyanoacrylate developed fingermarks,https://www.sciencedirect.com/science/article/pii/S0379073821001912,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
40,Rifle bullets comparison by wavelength dispersive X-ray fluorescence spectroscopy and chemometric analysis,https://www.sciencedirect.com/science/article/pii/S0379073821002000,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
41,A novel approach to 3D modelling ground-penetrating radar (GPR) data – A case study of a cemetery and applications for criminal investigation,https://www.sciencedirect.com/science/article/pii/S0379073821002024,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
42,"Detection of 4-FMC, 4-MeO-α-PVP, 4-F-α-PVP, and PV8 in blood in a forensic case using liquid chromatography–electrospray ionization linear ion trap mass spectrometry",https://www.sciencedirect.com/science/article/pii/S0379073821002085/pdfft?md5=88813e6195fa8ddcab754bcae6afaab2&pid=1-s2.0-S0379073821002085-main.pdf,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
43,Assessment of the exclusion potential of suspects by using microbial signature in sexual assault cases: A scenario-based experimental study,https://www.sciencedirect.com/science/article/pii/S0379073821002061,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
44,Levels of GHB in hair after regular application,https://www.sciencedirect.com/science/article/pii/S037907382100205X,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
45,Analysis of the influence of EDTA-treated reference samples on forensic bloodstain age estimation,https://www.sciencedirect.com/science/article/pii/S0379073821001961,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
46,The role of QT-prolonging medications in a forensic autopsy study from Western Denmark,https://www.sciencedirect.com/science/article/pii/S0379073821002097/pdfft?md5=5048c014b002579da54011ef0b4ec9bb&pid=1-s2.0-S0379073821002097-main.pdf,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
47,A retrospective study on femicides assessed at the Institute of Legal Medicine of Milan. Are older women at risk?,https://www.sciencedirect.com/science/article/pii/S0379073821002103,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
48,Incorporation of five common hypnotics into hair after a single dose and application to a forensic case of drug facilitated crimes,https://www.sciencedirect.com/science/article/pii/S0379073821002012,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
49,Summary statistics for drugs and alcohol concentration recovered in post-mortem femoral blood in Western Switzerland,https://www.sciencedirect.com/science/article/pii/S0379073821002036/pdfft?md5=9baa8c454708987ac97786cc430b2f44&pid=1-s2.0-S0379073821002036-main.pdf,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
50,Simultaneous LC-MS/MS screening for multiple phenethylamine-type conventional drugs and new psychoactive substances in urine,https://www.sciencedirect.com/science/article/pii/S0379073821002048,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
51,Computed tomographic age estimation from the pubic symphysis using the Suchey-Brooks method: A Systematic Review and Meta-analysis,https://www.sciencedirect.com/science/article/pii/S0379073821001316,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
52,Temperature dynamics in different body regions of decomposing vertebrate remains,https://www.sciencedirect.com/science/article/pii/S0379073821002206,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
53,Freshwater diatom persistence on clothing I: A quantitative assessment of trace evidence dynamics over time,https://www.sciencedirect.com/science/article/pii/S0379073821002188/pdfft?md5=2f1bc71bcc48523b393d6da5d241f8a3&pid=1-s2.0-S0379073821002188-main.pdf,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
54,Investigating reverse butterfly fractures: An experimental approach and application of fractography,https://www.sciencedirect.com/science/article/pii/S037907382100219X,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
55,Simple implementation of muscle tissue into routine workflow of blood analysis in forensic cases – A validated method for quantification of 29 drugs in postmortem blood and muscle samples by UHPLC–MS/MS,https://www.sciencedirect.com/science/article/pii/S0379073821002218/pdfft?md5=e66c93423c22d4aea5d68733a8a5fa76&pid=1-s2.0-S0379073821002218-main.pdf,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
56,The effects of heat on the physical and spectral properties of bloodstains at arson scenes,https://www.sciencedirect.com/science/article/pii/S0379073821002115,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
57,Major and trace elements changes of female methamphetamine addicts during six months’ compulsory treatment: Biomarkers discovery,https://www.sciencedirect.com/science/article/pii/S0379073821002127,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
58,Endogenous formation of 1-propanol and methanol after consumption of alcoholic beverages,https://www.sciencedirect.com/science/article/pii/S0379073821002255,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
59,Liquid silicone embolism syndrome (SES) in lungs and liver – A case report,https://www.sciencedirect.com/science/article/pii/S0379073821001924,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
60,Micro-CT for the examination of paediatric rib injuries: A case series,https://www.sciencedirect.com/science/article/pii/S0379073821001092/pdfft?md5=a7b3b73dad2ce2668929ea34eb249923&pid=1-s2.0-S0379073821001092-main.pdf,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
61,Inappropriate diet and fatal malnutrition in a 10-year-old child fed only infant formula throughout life: Novel pathological diagnostic criterion for starvation via lipophagy,https://www.sciencedirect.com/science/article/pii/S0379073821002164/pdfft?md5=b0609d604777d554cdc614a88ee119c6&pid=1-s2.0-S0379073821002164-main.pdf,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
62,Enhancing the evidential value of textile fibres Part 2: Application of a database-driven fibre comparison strategy to a cold-case investigation,https://www.sciencedirect.com/science/article/pii/S0379073821002140,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
63,Drug detection in decomposed cadavers confirms testimonial evidence in a case of serial homicides,https://www.sciencedirect.com/science/article/pii/S0379073821002139,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
64,Genetic characterization of a collection of Tsantsas from Ecuadorian museums,https://www.sciencedirect.com/science/article/pii/S0379073821001997,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
65,Efficacy of a novel bone preprocessing method for better DNA yield,https://www.sciencedirect.com/science/article/pii/S0379073821002073,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
66,"The importance of human osteological collections: Our past, present, and future",https://www.sciencedirect.com/science/article/pii/S0379073821002152,FSI,Volume 325 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/325/suppl/C,
67,Editorial Board,https://www.sciencedirect.com/science/article/pii/S0379073821001845/pdfft?md5=4528297ada30e56ef5783c4c9b75b0a6&pid=1-s2.0-S0379073821001845-main.pdf,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
68,Synthetic cannabinoids in e-liquids: A proton and fluorine NMR analysis from a conventional spectrometer to a compact one,https://www.sciencedirect.com/science/article/pii/S037907382100133X,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
69,Modeling postmortem ethanol production by C. albicans: Experimental study and multivariate evaluation,https://www.sciencedirect.com/science/article/pii/S0379073821001298,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
70,Improving the visualization of fingermarks using multi-target immunolabeling,https://www.sciencedirect.com/science/article/pii/S0379073821001249,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
71,A systematic evaluation of ‘Bidi – a hand-rolled cigarette’ as a forensic DNA evidence,https://www.sciencedirect.com/science/article/pii/S0379073821001419,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
72,Pregabalin and gabapentin in non-opioid poisoning deaths,https://www.sciencedirect.com/science/article/pii/S037907382100150X/pdfft?md5=df6558c23302c20938b6ed4ff25cbc9f&pid=1-s2.0-S037907382100150X-main.pdf,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
73,Vertical location of ephemeral resources by adult Diptera: Implications for the colonization of cadavers in high-rise buildings,https://www.sciencedirect.com/science/article/pii/S037907382100147X,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
74,Latent print quality in blind proficiency testing: Using quality metrics to examine laboratory performance,https://www.sciencedirect.com/science/article/pii/S0379073821001432,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
75,GHB related acids are useful in routine casework of suspected GHB intoxication cases,https://www.sciencedirect.com/science/article/pii/S0379073821001535,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
76,Calculation of the Paternity Index for STR with tri-allelic patterns in paternity testing,https://www.sciencedirect.com/science/article/pii/S0379073821001523,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
77,The stereomicroscope and scanning electron microscope comparison of false starts bones produced by an oscillating autopsy saw,https://www.sciencedirect.com/science/article/pii/S0379073821001365,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
78,"Condom evidence: Characterisation, discrimination and classification of pyrolysis-GC-MS profiles",https://www.sciencedirect.com/science/article/pii/S0379073821001134/pdfft?md5=8839dcd558a882749fc74669126703db&pid=1-s2.0-S0379073821001134-main.pdf,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
79,Illicit drug profiling practices in Finland: An exploratory study about end users’ perceptions,https://www.sciencedirect.com/science/article/pii/S0379073821001687,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
80,Prediction model for autopsy diagnosis of driver and front passenger in fatal road traffic collisions,https://www.sciencedirect.com/science/article/pii/S0379073821001730,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
81,Evaluation of gingival tissue samples for predicting the time of death using histological and biochemical tests,https://www.sciencedirect.com/science/article/pii/S0379073821001705,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
82,Estimation of postmortem interval in myocardial stab wounds and firearm injuries: An immunohistochemical comparative study using C5b-9 and cardiac Troponin C,https://www.sciencedirect.com/science/article/pii/S0379073821001663,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
83,A case report on fatal intoxication by tapentadol: Study of distribution and metabolism,https://www.sciencedirect.com/science/article/pii/S0379073821001456,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
84,Determination of a criminal suspect using environmental plant DNA metabarcoding technology,https://www.sciencedirect.com/science/article/pii/S0379073821001481,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
85,An identification case study from fingerprint photographs,https://www.sciencedirect.com/science/article/pii/S0379073821001468,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
86,Fatal intoxication related to two new arylcyclohexylamine derivatives (2F-DCK and 3-MeO-PCE),https://www.sciencedirect.com/science/article/pii/S0379073821001729,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
87,Evaluation of the AGCU Expressmarker 30 Kit composed of 31 loci for forensic application,https://www.sciencedirect.com/science/article/pii/S0379073821001699,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
88,Ethics in forensic science: Renewed commitments and a call for papers across the Forensic Science International Family,https://www.sciencedirect.com/science/article/pii/S0379073821001511/pdfft?md5=27fc9831efe0dce7a67ec3b2d86a7c30&pid=1-s2.0-S0379073821001511-main.pdf,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
89,Identification of SARS-CoV-2 in post-mortem nasopharyngeal swabs,https://www.sciencedirect.com/science/article/pii/S0379073821001493,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
90,The recovery and repatriation of the remains of Japanese war dead and the roles of physical anthropologists,https://www.sciencedirect.com/science/article/pii/S0379073821001110,FSI,Volume 324 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/324/suppl/C,
91,Editorial Board,https://www.sciencedirect.com/science/article/pii/S0379073821001584/pdfft?md5=5db1649b241b90a0baff0ef892d53d77&pid=1-s2.0-S0379073821001584-main.pdf,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
92,Fatal anaphylactic shock: A review of postmortem biomarkers and diagnostics,https://www.sciencedirect.com/science/article/pii/S0379073821001341/pdfft?md5=2a7fff7a76060798022256f75925c179&pid=1-s2.0-S0379073821001341-main.pdf,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
93,The issues and complexities of establishing methodologies to differentiate between vertical and horizontal impact mechanisms in the analysis of skeletal trauma: An introductory femoral test,https://www.sciencedirect.com/science/article/pii/S0379073821001055,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
94,Prediction of minimum postmortem submersion interval (PMSImin) based on eukaryotic community succession on skeletal remains recovered from a lentic environment,https://www.sciencedirect.com/science/article/pii/S0379073821001043,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
95,Experimental investigation on the characteristics of temporary cavity in BABT with 9 mm projectiles,https://www.sciencedirect.com/science/article/pii/S037907382100092X,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
96,Detecting volatile organic compounds to locate human remains in a simulated collapsed building,https://www.sciencedirect.com/science/article/pii/S0379073821001018,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
97,Forensic evaluation of two nucleic acid extraction systems and validation of a RT-qPCR protocol for identification of SARS-CoV-2 in post-mortem nasopharyngeal swabs,https://www.sciencedirect.com/science/article/pii/S0379073821000955,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
98,A different perspective on the forensic science crisis,https://www.sciencedirect.com/science/article/pii/S0379073821000992/pdfft?md5=85f5cc7501cba7ed468c5c2eef877120&pid=1-s2.0-S0379073821000992-main.pdf,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
99,A pilot study characterizing gravesoil bacterial communities a decade after swine decomposition,https://www.sciencedirect.com/science/article/pii/S037907382100102X,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
100,Analysis of 28 hair samples from users of the hallucinogenic beverage ayahuasca,https://www.sciencedirect.com/science/article/pii/S0379073821001109,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
101,Temporal variability of the rove beetle (Coleoptera: Staphylinidae) community on small vertebrate carrion and its potential use for forensic entomology,https://www.sciencedirect.com/science/article/pii/S0379073821001122,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
102,Digging out the keys in the heap of seized pangolin scales: up scaling pangolin conservation using wildlife forensics,https://www.sciencedirect.com/science/article/pii/S0379073821001006,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
103,An evaluation of the differences in paediatric skeletal trauma between fatal simple short falls and physical abuse blunt impact loads: An international multicentre pilot study,https://www.sciencedirect.com/science/article/pii/S0379073821001080,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
104,Replacing Synperonic® N in the Physical Developer fingermark visualisation process: Reformulation☆,https://www.sciencedirect.com/science/article/pii/S0379073821001067,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
105,"""MALDI-CSI"": A proposed method for the tandem detection of human blood and DNA typing from enhanced fingermarks",https://www.sciencedirect.com/science/article/pii/S0379073821000943,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
106,The comparison of cardiopulmonary resuscitation-related trauma: Mechanical versus manual chest compressions,https://www.sciencedirect.com/science/article/pii/S0379073821001328,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
107,Fast and simultaneous analysis of carbamate pesticides and anticoagulant rodenticides used in suspected cases of animal poisoning,https://www.sciencedirect.com/science/article/pii/S0379073821001304/pdfft?md5=b3e44d7d49c4aa2a1161df76953d2464&pid=1-s2.0-S0379073821001304-main.pdf,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
108,Tissue sample analysis for post mortem determination of brain edema,https://www.sciencedirect.com/science/article/pii/S0379073821001286/pdfft?md5=b22b4510aeffe10471b2589ef2ae23f5&pid=1-s2.0-S0379073821001286-main.pdf,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
109,“Light cannabis” consumption in a sample of young adults: Preliminary pharmacokinetic data and psychomotor impairment evaluation,https://www.sciencedirect.com/science/article/pii/S0379073821001420,FSI,Volume 323 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/323/suppl/C,
